match_dir,match_id,seed,model_raw,model,baseline_raw,baseline,mean_coop,mean_payoff,early_coop,late_coop,delta_late_minus_early,switch_rate,retaliation,forgiveness,num_rounds,agent_output_files,agent_output_chars
src\results\llm_vs_baseline\lvb__N2_M5_T50__p0.05__lam0.25__eta0.35__seeds5__f5__b6__swap0__t50__20260427_123810\gpt_oss_20b__vs__always_defect__seed101,gpt_oss_20b__vs__always_defect__seed101,101,gpt_oss_20b,GPT-OSS-20B,always_defect,Always Defect,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,50,2,253214
src\results\llm_vs_baseline\lvb__N2_M5_T50__p0.05__lam0.25__eta0.35__seeds5__f5__b6__swap0__t50__20260427_123810\gpt_oss_20b__vs__always_defect__seed102,gpt_oss_20b__vs__always_defect__seed102,102,gpt_oss_20b,GPT-OSS-20B,always_defect,Always Defect,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,50,2,253493
src\results\llm_vs_baseline\lvb__N2_M5_T50__p0.05__lam0.25__eta0.35__seeds5__f5__b6__swap0__t50__20260427_123810\gpt_oss_20b__vs__always_defect__seed103,gpt_oss_20b__vs__always_defect__seed103,103,gpt_oss_20b,GPT-OSS-20B,always_defect,Always Defect,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,50,2,253728
src\results\llm_vs_baseline\lvb__N2_M5_T50__p0.05__lam0.25__eta0.35__seeds5__f5__b6__swap0__t50__20260427_123810\gpt_oss_20b__vs__always_defect__seed104,gpt_oss_20b__vs__always_defect__seed104,104,gpt_oss_20b,GPT-OSS-20B,always_defect,Always Defect,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,50,2,254395
src\results\llm_vs_baseline\lvb__N2_M5_T50__p0.05__lam0.25__eta0.35__seeds5__f5__b6__swap0__t50__20260427_123810\gpt_oss_20b__vs__always_defect__seed105,gpt_oss_20b__vs__always_defect__seed105,105,gpt_oss_20b,GPT-OSS-20B,always_defect,Always Defect,0.02,-0.16,0.0,0.0,0.0,0.04081632653061224,0.02040816326530612,,50,2,214655
src\results\llm_vs_baseline\lvb__N2_M5_T50__p0.05__lam0.25__eta0.35__seeds5__f5__b6__swap0__t50__20260427_123810\gpt_oss_20b__vs__graded_tft__seed101,gpt_oss_20b__vs__graded_tft__seed101,101,gpt_oss_20b,GPT-OSS-20B,graded_tft,Graded TFT,0.0,0.41943125000000003,0.0,0.0,0.0,0.0,0.0,0.0,50,2,216061
src\results\llm_vs_baseline\lvb__N2_M5_T50__p0.05__lam0.25__eta0.35__seeds5__f5__b6__swap0__t50__20260427_123810\gpt_oss_20b__vs__graded_tft__seed102,gpt_oss_20b__vs__graded_tft__seed102,102,gpt_oss_20b,GPT-OSS-20B,graded_tft,Graded TFT,0.015,0.5308817708333333,0.075,0.0,-0.075,0.08163265306122448,0.043478260869565216,0.0,50,2,223349
src\results\llm_vs_baseline\lvb__N2_M5_T50__p0.05__lam0.25__eta0.35__seeds5__f5__b6__swap0__t50__20260427_123810\gpt_oss_20b__vs__graded_tft__seed103,gpt_oss_20b__vs__graded_tft__seed103,103,gpt_oss_20b,GPT-OSS-20B,graded_tft,Graded TFT,0.0,0.7661312499999999,0.0,0.0,0.0,0.0,0.0,0.0,50,2,256809
src\results\llm_vs_baseline\lvb__N2_M5_T50__p0.05__lam0.25__eta0.35__seeds5__f5__b6__swap0__t50__20260427_123810\gpt_oss_20b__vs__graded_tft__seed104,gpt_oss_20b__vs__graded_tft__seed104,104,gpt_oss_20b,GPT-OSS-20B,graded_tft,Graded TFT,0.0,1.287396875,0.0,0.0,0.0,0.0,0.0,0.0,50,2,256923
src\results\llm_vs_baseline\lvb__N2_M5_T50__p0.05__lam0.25__eta0.35__seeds5__f5__b6__swap0__t50__20260427_123810\gpt_oss_20b__vs__graded_tft__seed105,gpt_oss_20b__vs__graded_tft__seed105,105,gpt_oss_20b,GPT-OSS-20B,graded_tft,Graded TFT,0.0,0.9144312500000001,0.0,0.0,0.0,0.0,0.0,0.0,50,2,256346
src\results\llm_vs_baseline\lvb__N2_M5_T50__p0.05__lam0.25__eta0.35__seeds5__f5__b6__swap0__t50__20260427_123810\gpt_oss_20b__vs__grim_trigger__seed101,gpt_oss_20b__vs__grim_trigger__seed101,101,gpt_oss_20b,GPT-OSS-20B,grim_trigger,Grim Trigger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,50,2,255214
src\results\llm_vs_baseline\lvb__N2_M5_T50__p0.05__lam0.25__eta0.35__seeds5__f5__b6__swap0__t50__20260427_123810\gpt_oss_20b__vs__grim_trigger__seed102,gpt_oss_20b__vs__grim_trigger__seed102,102,gpt_oss_20b,GPT-OSS-20B,grim_trigger,Grim Trigger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,50,2,255493
src\results\llm_vs_baseline\lvb__N2_M5_T50__p0.05__lam0.25__eta0.35__seeds5__f5__b6__swap0__t50__20260427_123810\gpt_oss_20b__vs__grim_trigger__seed103,gpt_oss_20b__vs__grim_trigger__seed103,103,gpt_oss_20b,GPT-OSS-20B,grim_trigger,Grim Trigger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,50,2,255728
src\results\llm_vs_baseline\lvb__N2_M5_T50__p0.05__lam0.25__eta0.35__seeds5__f5__b6__swap0__t50__20260427_123810\gpt_oss_20b__vs__grim_trigger__seed104,gpt_oss_20b__vs__grim_trigger__seed104,104,gpt_oss_20b,GPT-OSS-20B,grim_trigger,Grim Trigger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,50,2,256395
src\results\llm_vs_baseline\lvb__N2_M5_T50__p0.05__lam0.25__eta0.35__seeds5__f5__b6__swap0__t50__20260427_123810\gpt_oss_20b__vs__grim_trigger__seed105,gpt_oss_20b__vs__grim_trigger__seed105,105,gpt_oss_20b,GPT-OSS-20B,grim_trigger,Grim Trigger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,50,2,255420
src\results\llm_vs_baseline\lvb__N2_M5_T50__p0.05__lam0.25__eta0.35__seeds5__f5__b6__swap0__t50__20260427_123810\gpt_oss_20b__vs__random_uniform__seed101,gpt_oss_20b__vs__random_uniform__seed101,101,gpt_oss_20b,GPT-OSS-20B,random_uniform,Random,0.03,5.759689042904471,0.15,0.0,-0.15,0.061224489795918366,0.07142857142857142,0.043478260869565216,50,2,219781
src\results\llm_vs_baseline\lvb__N2_M5_T50__p0.05__lam0.25__eta0.35__seeds5__f5__b6__swap0__t50__20260427_123810\gpt_oss_20b__vs__random_uniform__seed102,gpt_oss_20b__vs__random_uniform__seed102,102,gpt_oss_20b,GPT-OSS-20B,random_uniform,Random,0.01,4.737971354166667,0.05,0.0,-0.05,0.08163265306122448,0.0,0.09090909090909091,50,2,217836
src\results\llm_vs_baseline\lvb__N2_M5_T50__p0.05__lam0.25__eta0.35__seeds5__f5__b6__swap0__t50__20260427_123810\gpt_oss_20b__vs__random_uniform__seed103,gpt_oss_20b__vs__random_uniform__seed103,103,gpt_oss_20b,GPT-OSS-20B,random_uniform,Random,0.08,4.3929565319540185,0.3,0.0,-0.3,0.10204081632653061,0.047619047619047616,0.0,50,2,220431
src\results\llm_vs_baseline\lvb__N2_M5_T50__p0.05__lam0.25__eta0.35__seeds5__f5__b6__swap0__t50__20260427_123810\gpt_oss_20b__vs__random_uniform__seed104,gpt_oss_20b__vs__random_uniform__seed104,104,gpt_oss_20b,GPT-OSS-20B,random_uniform,Random,0.0,4.539984895833333,0.0,0.0,0.0,0.0,0.0,0.0,50,2,219005
src\results\llm_vs_baseline\lvb__N2_M5_T50__p0.05__lam0.25__eta0.35__seeds5__f5__b6__swap0__t50__20260427_123810\gpt_oss_20b__vs__random_uniform__seed105,gpt_oss_20b__vs__random_uniform__seed105,105,gpt_oss_20b,GPT-OSS-20B,random_uniform,Random,0.005,4.422063541666667,0.025,0.0,-0.025,0.04081632653061224,0.05,0.0,50,2,219162
src\results\llm_vs_baseline\lvb__N2_M5_T50__p0.05__lam0.25__eta0.35__seeds5__f5__b6__swap0__t50__20260427_123810\gpt_oss_20b__vs__wsls__seed101,gpt_oss_20b__vs__wsls__seed101,101,gpt_oss_20b,GPT-OSS-20B,wsls,WSLS,0.0,0.598578125,0.0,0.0,0.0,0.0,0.0,0.0,50,2,256281
src\results\llm_vs_baseline\lvb__N2_M5_T50__p0.05__lam0.25__eta0.35__seeds5__f5__b6__swap0__t50__20260427_123810\gpt_oss_20b__vs__wsls__seed102,gpt_oss_20b__vs__wsls__seed102,102,gpt_oss_20b,GPT-OSS-20B,wsls,WSLS,0.0,0.7755375,0.0,0.0,0.0,0.0,0.0,0.0,50,2,256179
src\results\llm_vs_baseline\lvb__N2_M5_T50__p0.05__lam0.25__eta0.35__seeds5__f5__b6__swap0__t50__20260427_123810\gpt_oss_20b__vs__wsls__seed103,gpt_oss_20b__vs__wsls__seed103,103,gpt_oss_20b,GPT-OSS-20B,wsls,WSLS,0.0,0.598578125,0.0,0.0,0.0,0.0,0.0,0.0,50,2,256838
src\results\llm_vs_baseline\lvb__N2_M5_T50__p0.05__lam0.25__eta0.35__seeds5__f5__b6__swap0__t50__20260427_123810\gpt_oss_20b__vs__wsls__seed104,gpt_oss_20b__vs__wsls__seed104,104,gpt_oss_20b,GPT-OSS-20B,wsls,WSLS,0.0,1.3768828124999999,0.0,0.0,0.0,0.0,0.0,0.0,50,2,256519
src\results\llm_vs_baseline\lvb__N2_M5_T50__p0.05__lam0.25__eta0.35__seeds5__f5__b6__swap0__t50__20260427_123810\gpt_oss_20b__vs__wsls__seed105,gpt_oss_20b__vs__wsls__seed105,105,gpt_oss_20b,GPT-OSS-20B,wsls,WSLS,0.0,0.958578125,0.0,0.0,0.0,0.0,0.0,0.0,50,2,256497
src\results\llm_vs_baseline\lvb__N2_M5_T50__p0.05__lam0.25__eta0.35__seeds5__f5__b6__swap0__t50__20260427_123810\llama31_8b__vs__always_cooperate__seed101,llama31_8b__vs__always_cooperate__seed101,101,llama31_8b,Llama-3.1-8B,always_cooperate,Always Cooperate,0.0,11.468,0.0,0.0,0.0,0.0,,0.0,50,2,255575
src\results\llm_vs_baseline\lvb__N2_M5_T50__p0.05__lam0.25__eta0.35__seeds5__f5__b6__swap0__t50__20260427_123810\llama31_8b__vs__always_cooperate__seed102,llama31_8b__vs__always_cooperate__seed102,102,llama31_8b,Llama-3.1-8B,always_cooperate,Always Cooperate,0.0,11.476354166666665,0.0,0.0,0.0,0.0,,0.0,50,2,258780
src\results\llm_vs_baseline\lvb__N2_M5_T50__p0.05__lam0.25__eta0.35__seeds5__f5__b6__swap0__t50__20260427_123810\llama31_8b__vs__always_cooperate__seed103,llama31_8b__vs__always_cooperate__seed103,103,llama31_8b,Llama-3.1-8B,always_cooperate,Always Cooperate,0.0,11.883058970360526,0.0,0.0,0.0,0.0,,0.0,50,2,258735
src\results\llm_vs_baseline\lvb__N2_M5_T50__p0.05__lam0.25__eta0.35__seeds5__f5__b6__swap0__t50__20260427_123810\llama31_8b__vs__always_cooperate__seed104,llama31_8b__vs__always_cooperate__seed104,104,llama31_8b,Llama-3.1-8B,always_cooperate,Always Cooperate,0.0,11.36260852472002,0.0,0.0,0.0,0.0,,0.0,50,2,259115
src\results\llm_vs_baseline\lvb__N2_M5_T50__p0.05__lam0.25__eta0.35__seeds5__f5__b6__swap0__t50__20260427_123810\llama31_8b__vs__always_cooperate__seed105,llama31_8b__vs__always_cooperate__seed105,105,llama31_8b,Llama-3.1-8B,always_cooperate,Always Cooperate,0.0,11.64321333579815,0.0,0.0,0.0,0.0,,0.0,50,2,258135
src\results\llm_vs_baseline\lvb__N2_M5_T50__p0.05__lam0.25__eta0.35__seeds5__f5__b6__swap0__t50__20260427_123810\llama31_8b__vs__always_defect__seed101,llama31_8b__vs__always_defect__seed101,101,llama31_8b,Llama-3.1-8B,always_defect,Always Defect,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,50,2,255214
src\results\llm_vs_baseline\lvb__N2_M5_T50__p0.05__lam0.25__eta0.35__seeds5__f5__b6__swap0__t50__20260427_123810\llama31_8b__vs__always_defect__seed102,llama31_8b__vs__always_defect__seed102,102,llama31_8b,Llama-3.1-8B,always_defect,Always Defect,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,50,2,255493
src\results\llm_vs_baseline\lvb__N2_M5_T50__p0.05__lam0.25__eta0.35__seeds5__f5__b6__swap0__t50__20260427_123810\llama31_8b__vs__always_defect__seed103,llama31_8b__vs__always_defect__seed103,103,llama31_8b,Llama-3.1-8B,always_defect,Always Defect,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,50,2,255728
src\results\llm_vs_baseline\lvb__N2_M5_T50__p0.05__lam0.25__eta0.35__seeds5__f5__b6__swap0__t50__20260427_123810\llama31_8b__vs__always_defect__seed104,llama31_8b__vs__always_defect__seed104,104,llama31_8b,Llama-3.1-8B,always_defect,Always Defect,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,50,2,256395
src\results\llm_vs_baseline\lvb__N2_M5_T50__p0.05__lam0.25__eta0.35__seeds5__f5__b6__swap0__t50__20260427_123810\llama31_8b__vs__always_defect__seed105,llama31_8b__vs__always_defect__seed105,105,llama31_8b,Llama-3.1-8B,always_defect,Always Defect,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,50,2,255420
src\results\llm_vs_baseline\lvb__N2_M5_T50__p0.05__lam0.25__eta0.35__seeds5__f5__b6__swap0__t50__20260427_123810\llama31_8b__vs__graded_tft__seed101,llama31_8b__vs__graded_tft__seed101,101,llama31_8b,Llama-3.1-8B,graded_tft,Graded TFT,0.0,0.41943125000000003,0.0,0.0,0.0,0.0,0.0,0.0,50,2,256162
src\results\llm_vs_baseline\lvb__N2_M5_T50__p0.05__lam0.25__eta0.35__seeds5__f5__b6__swap0__t50__20260427_123810\llama31_8b__vs__graded_tft__seed102,llama31_8b__vs__graded_tft__seed102,102,llama31_8b,Llama-3.1-8B,graded_tft,Graded TFT,0.0,0.595209375,0.0,0.0,0.0,0.0,0.0,0.0,50,2,255885
src\results\llm_vs_baseline\lvb__N2_M5_T50__p0.05__lam0.25__eta0.35__seeds5__f5__b6__swap0__t50__20260427_123810\llama31_8b__vs__graded_tft__seed103,llama31_8b__vs__graded_tft__seed103,103,llama31_8b,Llama-3.1-8B,graded_tft,Graded TFT,0.0,0.7661312499999999,0.0,0.0,0.0,0.0,0.0,0.0,50,2,256809
src\results\llm_vs_baseline\lvb__N2_M5_T50__p0.05__lam0.25__eta0.35__seeds5__f5__b6__swap0__t50__20260427_123810\llama31_8b__vs__graded_tft__seed104,llama31_8b__vs__graded_tft__seed104,104,llama31_8b,Llama-3.1-8B,graded_tft,Graded TFT,0.0,1.287396875,0.0,0.0,0.0,0.0,0.0,0.0,50,2,256923
src\results\llm_vs_baseline\lvb__N2_M5_T50__p0.05__lam0.25__eta0.35__seeds5__f5__b6__swap0__t50__20260427_123810\llama31_8b__vs__graded_tft__seed105,llama31_8b__vs__graded_tft__seed105,105,llama31_8b,Llama-3.1-8B,graded_tft,Graded TFT,0.0,0.9144312500000001,0.0,0.0,0.0,0.0,0.0,0.0,50,2,256346
src\results\llm_vs_baseline\lvb__N2_M5_T50__p0.05__lam0.25__eta0.35__seeds5__f5__b6__swap0__t50__20260427_123810\llama31_8b__vs__grim_trigger__seed101,llama31_8b__vs__grim_trigger__seed101,101,llama31_8b,Llama-3.1-8B,grim_trigger,Grim Trigger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,50,2,255214
src\results\llm_vs_baseline\lvb__N2_M5_T50__p0.05__lam0.25__eta0.35__seeds5__f5__b6__swap0__t50__20260427_123810\llama31_8b__vs__grim_trigger__seed102,llama31_8b__vs__grim_trigger__seed102,102,llama31_8b,Llama-3.1-8B,grim_trigger,Grim Trigger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,50,2,255493
src\results\llm_vs_baseline\lvb__N2_M5_T50__p0.05__lam0.25__eta0.35__seeds5__f5__b6__swap0__t50__20260427_123810\llama31_8b__vs__grim_trigger__seed103,llama31_8b__vs__grim_trigger__seed103,103,llama31_8b,Llama-3.1-8B,grim_trigger,Grim Trigger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,50,2,255728
src\results\llm_vs_baseline\lvb__N2_M5_T50__p0.05__lam0.25__eta0.35__seeds5__f5__b6__swap0__t50__20260427_123810\llama31_8b__vs__grim_trigger__seed104,llama31_8b__vs__grim_trigger__seed104,104,llama31_8b,Llama-3.1-8B,grim_trigger,Grim Trigger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,50,2,256395
src\results\llm_vs_baseline\lvb__N2_M5_T50__p0.05__lam0.25__eta0.35__seeds5__f5__b6__swap0__t50__20260427_123810\llama31_8b__vs__grim_trigger__seed105,llama31_8b__vs__grim_trigger__seed105,105,llama31_8b,Llama-3.1-8B,grim_trigger,Grim Trigger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,50,2,255420
src\results\llm_vs_baseline\lvb__N2_M5_T50__p0.05__lam0.25__eta0.35__seeds5__f5__b6__swap0__t50__20260427_123810\llama31_8b__vs__random_uniform__seed101,llama31_8b__vs__random_uniform__seed101,101,llama31_8b,Llama-3.1-8B,random_uniform,Random,0.0,5.775244270833332,0.0,0.0,0.0,0.0,0.0,0.0,50,2,257768
src\results\llm_vs_baseline\lvb__N2_M5_T50__p0.05__lam0.25__eta0.35__seeds5__f5__b6__swap0__t50__20260427_123810\llama31_8b__vs__random_uniform__seed102,llama31_8b__vs__random_uniform__seed102,102,llama31_8b,Llama-3.1-8B,random_uniform,Random,0.0,4.785815625000001,0.0,0.0,0.0,0.0,0.0,0.0,50,2,257320
src\results\llm_vs_baseline\lvb__N2_M5_T50__p0.05__lam0.25__eta0.35__seeds5__f5__b6__swap0__t50__20260427_123810\llama31_8b__vs__random_uniform__seed103,llama31_8b__vs__random_uniform__seed103,103,llama31_8b,Llama-3.1-8B,random_uniform,Random,0.0,4.70661444224439,0.0,0.0,0.0,0.0,0.0,0.0,50,2,258172
src\results\llm_vs_baseline\lvb__N2_M5_T50__p0.05__lam0.25__eta0.35__seeds5__f5__b6__swap0__t50__20260427_123810\llama31_8b__vs__random_uniform__seed104,llama31_8b__vs__random_uniform__seed104,104,llama31_8b,Llama-3.1-8B,random_uniform,Random,0.0,4.539984895833333,0.0,0.0,0.0,0.0,0.0,0.0,50,2,257975
src\results\llm_vs_baseline\lvb__N2_M5_T50__p0.05__lam0.25__eta0.35__seeds5__f5__b6__swap0__t50__20260427_123810\llama31_8b__vs__random_uniform__seed105,llama31_8b__vs__random_uniform__seed105,105,llama31_8b,Llama-3.1-8B,random_uniform,Random,0.0,4.445971875000001,0.0,0.0,0.0,0.0,0.0,0.0,50,2,257375
src\results\llm_vs_baseline\lvb__N2_M5_T50__p0.05__lam0.25__eta0.35__seeds5__f5__b6__swap0__t50__20260427_123810\llama31_8b__vs__wsls__seed101,llama31_8b__vs__wsls__seed101,101,llama31_8b,Llama-3.1-8B,wsls,WSLS,0.0,0.598578125,0.0,0.0,0.0,0.0,0.0,0.0,50,2,256281
src\results\llm_vs_baseline\lvb__N2_M5_T50__p0.05__lam0.25__eta0.35__seeds5__f5__b6__swap0__t50__20260427_123810\llama31_8b__vs__wsls__seed102,llama31_8b__vs__wsls__seed102,102,llama31_8b,Llama-3.1-8B,wsls,WSLS,0.0,0.7755375,0.0,0.0,0.0,0.0,0.0,0.0,50,2,256179
src\results\llm_vs_baseline\lvb__N2_M5_T50__p0.05__lam0.25__eta0.35__seeds5__f5__b6__swap0__t50__20260427_123810\llama31_8b__vs__wsls__seed103,llama31_8b__vs__wsls__seed103,103,llama31_8b,Llama-3.1-8B,wsls,WSLS,0.0,0.598578125,0.0,0.0,0.0,0.0,0.0,0.0,50,2,256838
src\results\llm_vs_baseline\lvb__N2_M5_T50__p0.05__lam0.25__eta0.35__seeds5__f5__b6__swap0__t50__20260427_123810\llama31_8b__vs__wsls__seed104,llama31_8b__vs__wsls__seed104,104,llama31_8b,Llama-3.1-8B,wsls,WSLS,0.0,1.3768828124999999,0.0,0.0,0.0,0.0,0.0,0.0,50,2,256519
src\results\llm_vs_baseline\lvb__N2_M5_T50__p0.05__lam0.25__eta0.35__seeds5__f5__b6__swap0__t50__20260427_123810\llama31_8b__vs__wsls__seed105,llama31_8b__vs__wsls__seed105,105,llama31_8b,Llama-3.1-8B,wsls,WSLS,0.0,0.958578125,0.0,0.0,0.0,0.0,0.0,0.0,50,2,256497
src\results\llm_vs_baseline\lvb__N2_M5_T50__p0.05__lam0.25__eta0.35__seeds5__f5__b6__swap0__t50__20260427_123810\qwen3_235b_a22b_2507__vs__always_cooperate__seed101,qwen3_235b_a22b_2507__vs__always_cooperate__seed101,101,qwen3_235b_a22b_2507,Qwen3-235B,always_cooperate,Always Cooperate,0.98,9.631793017251615,1.0,1.0,0.0,0.04081632653061224,,1.0,50,2,236054
src\results\llm_vs_baseline\lvb__N2_M5_T50__p0.05__lam0.25__eta0.35__seeds5__f5__b6__swap0__t50__20260427_123810\qwen3_235b_a22b_2507__vs__always_cooperate__seed102,qwen3_235b_a22b_2507__vs__always_cooperate__seed102,102,qwen3_235b_a22b_2507,Qwen3-235B,always_cooperate,Always Cooperate,0.99,9.73383310295896,0.95,1.0,0.050000000000000044,0.02040816326530612,,,50,2,233632
src\results\llm_vs_baseline\lvb__N2_M5_T50__p0.05__lam0.25__eta0.35__seeds5__f5__b6__swap0__t50__20260427_123810\qwen3_235b_a22b_2507__vs__always_cooperate__seed103,qwen3_235b_a22b_2507__vs__always_cooperate__seed103,103,qwen3_235b_a22b_2507,Qwen3-235B,always_cooperate,Always Cooperate,0.99,9.212552576056524,0.95,1.0,0.050000000000000044,0.02040816326530612,,,50,2,233062
src\results\llm_vs_baseline\lvb__N2_M5_T50__p0.05__lam0.25__eta0.35__seeds5__f5__b6__swap0__t50__20260427_123810\qwen3_235b_a22b_2507__vs__always_cooperate__seed104,qwen3_235b_a22b_2507__vs__always_cooperate__seed104,104,qwen3_235b_a22b_2507,Qwen3-235B,always_cooperate,Always Cooperate,0.97,9.102041963154612,0.95,1.0,0.050000000000000044,0.08163265306122448,,1.0,50,2,232090
src\results\llm_vs_baseline\lvb__N2_M5_T50__p0.05__lam0.25__eta0.35__seeds5__f5__b6__swap0__t50__20260427_123810\qwen3_235b_a22b_2507__vs__always_cooperate__seed105,qwen3_235b_a22b_2507__vs__always_cooperate__seed105,105,qwen3_235b_a22b_2507,Qwen3-235B,always_cooperate,Always Cooperate,0.99,9.773422236802132,0.95,1.0,0.050000000000000044,0.02040816326530612,,,50,2,233623
src\results\llm_vs_baseline\lvb__N2_M5_T50__p0.05__lam0.25__eta0.35__seeds5__f5__b6__swap0__t50__20260427_123810\qwen3_235b_a22b_2507__vs__always_defect__seed101,qwen3_235b_a22b_2507__vs__always_defect__seed101,101,qwen3_235b_a22b_2507,Qwen3-235B,always_defect,Always Defect,0.04,-0.32,0.1,0.0,-0.1,0.061224489795918366,0.04081632653061224,,50,2,231628
src\results\llm_vs_baseline\lvb__N2_M5_T50__p0.05__lam0.25__eta0.35__seeds5__f5__b6__swap0__t50__20260427_123810\qwen3_235b_a22b_2507__vs__always_defect__seed102,qwen3_235b_a22b_2507__vs__always_defect__seed102,102,qwen3_235b_a22b_2507,Qwen3-235B,always_defect,Always Defect,0.05,-0.4,0.25,0.0,-0.25,0.061224489795918366,0.04081632653061224,,50,2,233779
src\results\llm_vs_baseline\lvb__N2_M5_T50__p0.05__lam0.25__eta0.35__seeds5__f5__b6__swap0__t50__20260427_123810\qwen3_235b_a22b_2507__vs__always_defect__seed103,qwen3_235b_a22b_2507__vs__always_defect__seed103,103,qwen3_235b_a22b_2507,Qwen3-235B,always_defect,Always Defect,0.04,-0.32,0.1,0.0,-0.1,0.061224489795918366,0.04081632653061224,,50,2,233723
src\results\llm_vs_baseline\lvb__N2_M5_T50__p0.05__lam0.25__eta0.35__seeds5__f5__b6__swap0__t50__20260427_123810\qwen3_235b_a22b_2507__vs__always_defect__seed104,qwen3_235b_a22b_2507__vs__always_defect__seed104,104,qwen3_235b_a22b_2507,Qwen3-235B,always_defect,Always Defect,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,50,2,254395
src\results\llm_vs_baseline\lvb__N2_M5_T50__p0.05__lam0.25__eta0.35__seeds5__f5__b6__swap0__t50__20260427_123810\qwen3_235b_a22b_2507__vs__always_defect__seed105,qwen3_235b_a22b_2507__vs__always_defect__seed105,105,qwen3_235b_a22b_2507,Qwen3-235B,always_defect,Always Defect,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,50,2,253420
src\results\llm_vs_baseline\lvb__N2_M5_T50__p0.05__lam0.25__eta0.35__seeds5__f5__b6__swap0__t50__20260427_123810\qwen3_235b_a22b_2507__vs__graded_tft__seed101,qwen3_235b_a22b_2507__vs__graded_tft__seed101,101,qwen3_235b_a22b_2507,Qwen3-235B,graded_tft,Graded TFT,0.82,7.987070164992961,1.0,0.1,-0.9,0.02040816326530612,0.0,0.0,50,2,239227
src\results\llm_vs_baseline\lvb__N2_M5_T50__p0.05__lam0.25__eta0.35__seeds5__f5__b6__swap0__t50__20260427_123810\qwen3_235b_a22b_2507__vs__graded_tft__seed102,qwen3_235b_a22b_2507__vs__graded_tft__seed102,102,qwen3_235b_a22b_2507,Qwen3-235B,graded_tft,Graded TFT,0.0,0.595209375,0.0,0.0,0.0,0.0,0.0,0.0,50,2,253885
src\results\llm_vs_baseline\lvb__N2_M5_T50__p0.05__lam0.25__eta0.35__seeds5__f5__b6__swap0__t50__20260427_123810\qwen3_235b_a22b_2507__vs__graded_tft__seed103,qwen3_235b_a22b_2507__vs__graded_tft__seed103,103,qwen3_235b_a22b_2507,Qwen3-235B,graded_tft,Graded TFT,0.0,0.7661312499999999,0.0,0.0,0.0,0.0,0.0,0.0,50,2,254809
src\results\llm_vs_baseline\lvb__N2_M5_T50__p0.05__lam0.25__eta0.35__seeds5__f5__b6__swap0__t50__20260427_123810\qwen3_235b_a22b_2507__vs__graded_tft__seed104,qwen3_235b_a22b_2507__vs__graded_tft__seed104,104,qwen3_235b_a22b_2507,Qwen3-235B,graded_tft,Graded TFT,0.0,1.287396875,0.0,0.0,0.0,0.0,0.0,0.0,50,2,255683
src\results\llm_vs_baseline\lvb__N2_M5_T50__p0.05__lam0.25__eta0.35__seeds5__f5__b6__swap0__t50__20260427_123810\qwen3_235b_a22b_2507__vs__graded_tft__seed105,qwen3_235b_a22b_2507__vs__graded_tft__seed105,105,qwen3_235b_a22b_2507,Qwen3-235B,graded_tft,Graded TFT,0.0,0.9144312500000001,0.0,0.0,0.0,0.0,0.0,0.0,50,2,256346
src\results\llm_vs_baseline\lvb__N2_M5_T50__p0.05__lam0.25__eta0.35__seeds5__f5__b6__swap0__t50__20260427_123810\qwen3_235b_a22b_2507__vs__grim_trigger__seed101,qwen3_235b_a22b_2507__vs__grim_trigger__seed101,101,qwen3_235b_a22b_2507,Qwen3-235B,grim_trigger,Grim Trigger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,50,2,255214
src\results\llm_vs_baseline\lvb__N2_M5_T50__p0.05__lam0.25__eta0.35__seeds5__f5__b6__swap0__t50__20260427_123810\qwen3_235b_a22b_2507__vs__grim_trigger__seed102,qwen3_235b_a22b_2507__vs__grim_trigger__seed102,102,qwen3_235b_a22b_2507,Qwen3-235B,grim_trigger,Grim Trigger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,50,2,255493
